"Lon","Lat","Response"
0.0124869672581553,0.29653194360435,-2.86645776609721
0.499523085542023,0.0184897016733885,-0.0968484698993647
0.903572450624779,0.162825357168913,0.794347467104739
0.929354894440621,0.341981262201443,-0.101193746074577
0.253743209177628,0.328518307534978,-0.600551068792768
0.521359032252803,0.643273005727679,-3.32382801900752
0.361616644775495,0.895530330948532,-4.83422428509303
0.809800727991387,0.328452958958223,-0.748181812265045
0.310368528123945,0.889203356346115,-4.6371165175905
0.157695942325518,0.981784447561949,-5.49976821846527
0.504132138332352,0.0613552804570645,-0.448961033914696
0.588314079446718,0.994977795053273,-4.47861294025325
0.70212102914229,0.894491225481033,-3.74153511908086
0.780553724849597,0.382451452314854,-0.696832831169527
0.645471592899412,0.207616755040362,-1.30708762672351
0.740724894450977,0.681276486022398,-1.85610102703652
0.123176096240059,0.655800324166194,-2.77697651347609
0.188280827831477,0.0340083972550929,1.89233502672098
0.0173397099133581,0.0440904183778912,0.934292622796375
0.205779080046341,0.643068372271955,-2.09393449864508
0.462953470181674,0.520571580389515,-1.86018021791908
0.153477422893047,0.051907695364207,0.131806744272665
0.352659147232771,0.701729818247259,-5.44116815609127
0.940179273718968,0.0683070763479918,0.934946445362412
0.662197772413492,0.7648132937029,-3.60433977033631
0.97162484144792,0.974399007624015,-3.73994165698367
0.971594651695341,0.0819514645263553,1.0696118311481
0.989865441108122,0.216268626740202,0.63245324567933
0.822055083233863,0.351790353190154,-0.885237504337209
0.503207360394299,0.602453417610377,-3.49564332868139
0.780551378615201,0.225358799565583,0.927150310988815
0.0790567146614194,0.925969832809642,-6.40224689886159
0.419956183759496,0.0218853247351944,-0.0443969713876161
0.497271410189569,0.773012206656858,-4.38252157913692
0.104289547307417,0.82420607842505,-2.57900277324084
0.985827341908589,0.922707962105051,-2.55082656216732
0.754201007541269,0.643051758874208,-2.75335137477159
0.0804431727156043,0.251234002877027,-0.374562803005363
0.587000155355781,0.0262831165455282,1.5195441989756
0.392053798772395,0.56955486908555,-2.84212700237074
0.0370142939500511,0.213675352977589,-2.29886563480009
0.105738892918453,0.45719903241843,-1.49340364679599
0.109383736737072,0.666597909061238,-2.92684661827344
0.0992921278811991,0.846286123618484,-3.94877480979827
0.257568575441837,0.72577186441049,-4.30610914199301
0.0643679527565837,0.613179422914982,-2.65967873048461
0.478632943239063,0.297261744737625,-0.62314167943841
0.638736875960603,0.0128354132175446,1.17983649251687
0.344068496022373,0.692860292736441,-3.18911104447138
0.359249634668231,0.922847615089267,-4.54006567778046
0.433799305232242,0.528708505444229,-2.13609630000329
0.166997856227681,0.149010626832023,-0.182832254256518
0.542258252156898,0.381330376490951,-1.79378119299337
0.422105959383771,0.546734017087147,-2.15856697890051
0.600669885054231,0.0748009507078677,0.231407465592416
0.588868313701823,0.318940434372053,-1.36053946141846
0.420446768868715,0.714611360104755,-3.03330712560787
0.289993210462853,0.716620240127668,-3.32595239220315
0.008618522901088,0.861638090806082,-4.66322260853883
0.343940983293578,0.167960912687704,1.07270948808364
0.679535916540772,0.700400398345664,-3.36610357714107
0.0842734351754189,0.543753456091508,-2.94565855362674
0.273335794685408,0.827368322294205,-5.26591248335086
0.430375201161951,0.670514564262703,-3.34476309327904
0.969351621344686,0.0974534377455711,-0.311019191985685
0.78080297424458,0.326839905465022,1.36101286628703
0.500369110610336,0.259802126092836,-0.0686355995674186
0.225734655512497,0.891621243907139,-4.45461118524509
0.135372105520219,0.181245544925332,-0.629291275659508
0.499330299440771,0.897526941727847,-2.84986458804216
0.139622238231823,0.824564313050359,-3.66858286617004
0.0541858924552798,0.297388620441779,-0.278542773846428
0.790133465314284,0.993750486290082,-3.59711573268891
0.269080062163994,0.404380788560957,-1.03421785307856
0.835579147795215,0.0336929471231997,0.803150961498969
0.182823839830235,0.145119415596128,-0.388207436820021
